link,datetime,title,text,authors,summary,keywords,images,has_top_image,top_image,successfully_scraped,is_valid_url,meta_lang,meta_data,media_links,search_term
https://www.thetimes.co.uk/article/the-best-new-thrillers-for-february-2021-kidnap-murder-revenge-and-cold-cases-m0v0jqbpd,,"The best new thrillers for February 2021 — kidnap, murder, revenge and cold cases","Following the traumatic events of the novel that first introduced her, The Fragility of Bodies, the Argentine investigative journalist Veronica Rosenthal takes off upcountry for a holiday. She falls in with two European girls and finds herself seduced by one of them. But at a party to which she brings the pair, they disappear and are later found murdered.

Sponsored

A black magic ritual is blamed. However, Veronica begins to uncover previous killings of local women dating back decades that have gone unpunished, as all the while she is dogged by an assassin bent on revenge. With its social concerns, The Foreign Girls is very much a literary novel rather than simply a thriller. It largely overcomes the difficulties of being translated from another language",['James Owen'],"Following the traumatic events of the novel that first introduced her, The Fragility of Bodies, the Argentine investigative journalist Veronica Rosenthal takes off upcountry for a holiday.
She falls in with two European girls and finds herself seduced by one of them.
But at a party to which she brings the pair, they disappear and are later found murdered.
However, Veronica begins to uncover previous killings of local women dating back decades that have gone unpunished, as all the while she is dogged by an assassin bent on revenge.
With its social concerns, The Foreign Girls is very much a literary novel rather than simply a thriller.","['murder', 'cases', 'upcountry', 'traumatic', 'translated', 'novel', 'unpunished', 'uncover', 'veronica', 'revenge', '2021', 'thriller', 'cold', 'kidnap', 'best', 'thrillers', 'girls', 'women']","{'https://www.thetimes.co.uk/d/assets/ipso-f7843bf2cd.png', 'https://www.thetimes.co.uk/d/assets/dual-masthead-bcc5303ae7.png', 'https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F2c0ad088-7081-11eb-811f-f64a7b4cb430.jpg?crop=3063%2C1723%2C46%2C58&resize=685', 'https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F1f66507c-707d-11eb-811f-f64a7b4cb430.jpg?crop=1584%2C2432%2C8%2C12&resize=400&quality=3', 'https://www.thetimes.co.uk/d/img/logos/times-white-small-f4ad00a748.png', 'https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F2c0ad088-7081-11eb-811f-f64a7b4cb430.jpg?crop=3063%2C1723%2C46%2C58&resize=1180'}",True,https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F2c0ad088-7081-11eb-811f-f64a7b4cb430.jpg?crop=3063%2C1723%2C46%2C58&resize=685,1,,,,,['woman+murder']
https://www.thetimes.co.uk/article/extradited-qc-john-watt-due-in-court-on-child-sex-abuse-charges-59gnsvsk8,,Extradited QC John Watt due in court on child sex abuse charges,"On his flight to Glasgow John Watt was escorted by three Police Scotland officers

A senior Scottish lawyer has been extradited from the United States to face charges of historical child sex abuse.

John Watt, QC, a former prosecutor, is accused of attacking four children in the 1970s and 1980s. Among his accusers is Susan Henderson, whose claims of a paedophile ring in the Scottish legal world led to a high-profile police inquiry.

Sponsored

Mr Watt, 71, was flown from the US to his native Scotland on Friday. He spent the weekend in police cells before a scheduled appearance at Edinburgh sheriff court this morning.

On his flight to Glasgow Mr Watt was escorted by three Police Scotland officers who had travelled to New York last week. He had been transferred there from Oklahoma, where he lived and was arrested",['Marcello Mega'],"On his flight to Glasgow John Watt was escorted by three Police Scotland officersA senior Scottish lawyer has been extradited from the United States to face charges of historical child sex abuse.
John Watt, QC, a former prosecutor, is accused of attacking four children in the 1970s and 1980s.
Among his accusers is Susan Henderson, whose claims of a paedophile ring in the Scottish legal world led to a high-profile police inquiry.
He spent the weekend in police cells before a scheduled appearance at Edinburgh sheriff court this morning.
On his flight to Glasgow Mr Watt was escorted by three Police Scotland officers who had travelled to New York last week.","['world', 'flight', 'qc', 'john', 'york', 'scottish', 'weekend', 'court', 'child', 'abuse', 'watt', 'charges', 'sex', 'glasgow', 'scotland', 'week', 'escorted', 'extradited']","{'https://www.thetimes.co.uk/d/assets/ipso-f7843bf2cd.png', 'https://www.thetimes.co.uk/d/assets/dual-masthead-bcc5303ae7.png', 'https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2Fc8c5a93a-1149-11eb-9859-b09ba5b6a3c4.jpg?crop=5730%2C3223%2C0%2C298&resize=685', 'https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2Fc8c5a93a-1149-11eb-9859-b09ba5b6a3c4.jpg?crop=5730%2C3223%2C0%2C298&resize=1180', 'https://www.thetimes.co.uk/d/img/logos/times-white-small-f4ad00a748.png'}",True,https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2Fc8c5a93a-1149-11eb-9859-b09ba5b6a3c4.jpg?crop=5730%2C3223%2C0%2C298&resize=685,1,,,,,['child abuse']
https://www.thetimes.co.uk/article/sex-abuse-in-scottish-football-rangers-apologise-to-victims-zv2r70thh,,Sex abuse in Scottish football: Rangers apologise to victims,"The club’s statement comes after a review commissioned by the SFA ordered clubs to make an “unequivocal and unreserved” apology to survivors of abuse

Rangers FC has apologised to all victims of abuse “within Scottish football” weeks after being urged to do so by authors of an official report into sexual misconduct against children.

An independent review commissioned by the Scottish FA ordered clubs who had failed to protect young players to offer an “unequivocal and unreserved” apology to survivors.

Sponsored

The report, published last month, unmasked Gordon Neely, Rangers’ former head of youth development, as a prolific paedophile.

It found he had sexually assaulted at least three teenagers at Ibrox before being sacked in 1991.

Neely had molested other young players at Hibernian and Hutchison Vale, an Edinburgh youth side, before joining Rangers in 1986.

The Scottish FA, Motherwell, Hibernian, Falkirk, Partick Thistle, the Highland league club Forres",['Marc Horne'],"An independent review commissioned by the Scottish FA ordered clubs who had failed to protect young players to offer an “unequivocal and unreserved” apology to survivors.
SponsoredThe report, published last month, unmasked Gordon Neely, Rangers’ former head of youth development, as a prolific paedophile.
It found he had sexually assaulted at least three teenagers at Ibrox before being sacked in 1991.
Neely had molested other young players at Hibernian and Hutchison Vale, an Edinburgh youth side, before joining Rangers in 1986.
The Scottish FA, Motherwell, Hibernian, Falkirk, Partick Thistle, the Highland league club Forres","['clubs', 'young', 'unreserved', 'players', 'victims', 'scottish', 'review', 'unequivocal', 'abuse', 'youth', 'football', 'report', 'sex', 'apologise', 'rangers']","{'https://www.thetimes.co.uk/d/assets/ipso-f7843bf2cd.png', 'https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F75b1c6f0-8347-11eb-b718-da0821f7ec01.jpg?crop=5568%2C3132%2C0%2C290&resize=1180', 'https://www.thetimes.co.uk/d/assets/dual-masthead-bcc5303ae7.png', 'https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F75b1c6f0-8347-11eb-b718-da0821f7ec01.jpg?crop=5568%2C3132%2C0%2C290&resize=685', 'https://www.thetimes.co.uk/d/img/logos/times-white-small-f4ad00a748.png'}",True,https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F75b1c6f0-8347-11eb-b718-da0821f7ec01.jpg?crop=5568%2C3132%2C0%2C290&resize=685,1,,,,,['child abuse']
https://www.thetimes.co.uk/article/italys-mafia-trial-of-the-century-v9lxbh6sp,,Italy’s mafia trial of the century,"From left: the special courtroom in Lamezia Terme, Calabria, on January 13, the opening day of the trial; Cinquefrondi in Calabria

Italy’s biggest mafia trial in 30 years got off to a deceptively low-key start in Calabria last month as hundreds of lawyers filed into a converted call centre on an industrial estate to defend 355 ’NDrangheta syndicate suspects. Covid restrictions on travel meant the cages set up to hold the accused were empty. Instead, video screens hanging from the ceiling of the huge room lit up as defendants stuck in jails across Italy were patched in for a very unusual Zoom conference.

As is customary on the first day of big Italian trials, no evidence was heard as judges and lawyers discussed court procedures, and by mid-afternoon bored journalists were taking shelter from the rain outside, smoking and knocking back espressos served at the makeshift",['Tom Kington'],"From left: the special courtroom in Lamezia Terme, Calabria, on January 13, the opening day of the trial; Cinquefrondi in CalabriaItaly’s biggest mafia trial in 30 years got off to a deceptively low-key start in Calabria last month as hundreds of lawyers filed into a converted call centre on an industrial estate to defend 355 ’NDrangheta syndicate suspects.
Covid restrictions on travel meant the cages set up to hold the accused were empty.
Instead, video screens hanging from the ceiling of the huge room lit up as defendants stuck in jails across Italy were patched in for a very unusual Zoom conference.
As is customary on the first day of big Italian trials, no evidence was heard as judges and lawyers discussed court procedures, and by mid-afternoon bored journalists were taking shelter from the rain outside, smoking and knocking back espressos served at the makeshift","['day', 'video', 'trials', 'terme', 'travel', 'trial', 'century', 'calabria', 'lawyers', 'italys', 'mafia', 'zoom', 'unusual']","{'https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F5a480806-657f-11eb-908c-00b0fcb974f6.jpg?crop=1758%2C989%2C126%2C44&resize=1180', 'https://www.thetimes.co.uk/d/assets/ipso-f7843bf2cd.png', 'https://www.thetimes.co.uk/d/assets/dual-masthead-bcc5303ae7.png', 'https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F5a480806-657f-11eb-908c-00b0fcb974f6.jpg?crop=1758%2C989%2C126%2C44&resize=685', 'https://www.thetimes.co.uk/d/img/logos/times-white-small-f4ad00a748.png'}",True,https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F5a480806-657f-11eb-908c-00b0fcb974f6.jpg?crop=1758%2C989%2C126%2C44&resize=685,1,,,,,['honor killing']
https://www.thetimes.co.uk/article/delay-to-scottish-child-abuse-inquiry-was-no-whitewash-ex-leader-says-gxrlcpl36,,"Delay to Scottish child abuse inquiry was no whitewash, ex-leader says","Lord McConnell of Glenscorrodale said decisions made about abuse survivors was to make sure officials did the right thing

Ministers were not trying to “cover things up” when they resisted calls for an inquiry into the physical and sexual abuse of children in care, a former first minister, has said.

Lord McConnell of Glenscorrodale, who was in office from 2001 to 2007, told the Scottish Child Abuse Inquiry that any decisions taken were “trying to do the right things by survivors, and by those who might go into care in the future”.

Sponsored

He said: “The core decision was about trying to do the right thing — not to impress the public, or the parliament, or to cover things up. I think the majority of people involved were trying to achieve the right outcome.”

The latest phase of the Scottish Child Abuse Inquiry, heard before",['Emma O Neill'],"Lord McConnell of Glenscorrodale said decisions made about abuse survivors was to make sure officials did the right thingMinisters were not trying to “cover things up” when they resisted calls for an inquiry into the physical and sexual abuse of children in care, a former first minister, has said.
Lord McConnell of Glenscorrodale, who was in office from 2001 to 2007, told the Scottish Child Abuse Inquiry that any decisions taken were “trying to do the right things by survivors, and by those who might go into care in the future”.
SponsoredHe said: “The core decision was about trying to do the right thing — not to impress the public, or the parliament, or to cover things up.
I think the majority of people involved were trying to achieve the right outcome.”The latest phase of the Scottish Child Abuse Inquiry, heard before","['things', 'trying', 'inquiry', 'glenscorrodale', 'mcconnell', 'whitewash', 'scottish', 'right', 'exleader', 'child', 'abuse', 'survivors', 'delay', 'decisions']","{'https://www.thetimes.co.uk/d/assets/ipso-f7843bf2cd.png', 'https://www.thetimes.co.uk/d/assets/dual-masthead-bcc5303ae7.png', 'https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F395be1cc-2b54-11eb-b054-8dc1447a1be1.jpg?crop=4500%2C2531%2C0%2C234&resize=1180', 'https://www.thetimes.co.uk/d/img/logos/times-white-small-f4ad00a748.png', 'https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F395be1cc-2b54-11eb-b054-8dc1447a1be1.jpg?crop=4500%2C2531%2C0%2C234&resize=685'}",True,https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F395be1cc-2b54-11eb-b054-8dc1447a1be1.jpg?crop=4500%2C2531%2C0%2C234&resize=685,1,,,,,['child abuse']
https://www.thetimes.co.uk/article/this-month-in-the-times-photographic-archive-february-2021-w0w69wqr3,,This month in the Times photographic archive: February 2021,"Valentine’s Day proved to be a socially distanced affair this year with national Covid-19 restrictions still in place. We uncovered some amusing and emotive images as we searched our archives for images themed around love and public displays of affection.

In 1983 Sally Soames was en route to photograph imagery of the impending general election when she encountered young lovers on the platform at Bournemouth train station. The ingenuity of the press photographer once more on display, camera in hand, documenting anything that catches her eye. In this case, a snatched few frames of lovers embracing. By the time she clicks the shutter on the last frame she appears to have attracted the attention of the youngsters. Similarly, Allan Ballard was in Margate photographing a",['Michael-John Jennings'],"Valentine’s Day proved to be a socially distanced affair this year with national Covid-19 restrictions still in place.
We uncovered some amusing and emotive images as we searched our archives for images themed around love and public displays of affection.
In 1983 Sally Soames was en route to photograph imagery of the impending general election when she encountered young lovers on the platform at Bournemouth train station.
The ingenuity of the press photographer once more on display, camera in hand, documenting anything that catches her eye.
By the time she clicks the shutter on the last frame she appears to have attracted the attention of the youngsters.","['archive', 'times', 'images', 'young', 'station', 'uncovered', 'photographic', 'valentines', '2021', 'month', 'youngsters', 'themed', 'lovers', 'train', 'socially']","{'https://www.thetimes.co.uk/d/assets/ipso-f7843bf2cd.png', 'https://www.thetimes.co.uk/d/assets/dual-masthead-bcc5303ae7.png', 'https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2Ffa9052c2-7778-11eb-9d58-b0b1ea096ce7.jpg?crop=2901%2C1632%2C0%2C151&resize=1180', 'https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2Ffa9052c2-7778-11eb-9d58-b0b1ea096ce7.jpg?crop=2901%2C1632%2C0%2C151&resize=685', 'https://www.thetimes.co.uk/d/img/logos/times-white-small-f4ad00a748.png'}",True,https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2Ffa9052c2-7778-11eb-9d58-b0b1ea096ce7.jpg?crop=2901%2C1632%2C0%2C151&resize=685,1,women killed over honor,,,,[nan]
https://www.thetimes.co.uk/article/labour-must-do-more-to-deal-with-the-antisemitism-that-drove-me-out-20h3f55t7,,Labour must do more to deal with the antisemitism that drove me out,"A year ago, I did the unthinkable. I resigned from the Labour Party after 55 years as a member and 50 years as an elected representative, driven out by the ugly antisemitism that became normalised with the entry of the far-left following the election of Jeremy Corbyn as leader.

The change in Liverpool Riverside, then my constituency, was speedy and traumatic. Membership increased from 500 to 2,700. The atmosphere in the regular meetings became deeply unpleasant. It was made clear that I was the target and I was to be removed.

Sponsored

My crime was that I was a “Zionist”. My support for an independent Palestinian state alongside Israel with Jerusalem as a shared capital was of no interest. My work in combating poverty, supporting refugees,",['Louise Ellman'],"I resigned from the Labour Party after 55 years as a member and 50 years as an elected representative, driven out by the ugly antisemitism that became normalised with the entry of the far-left following the election of Jeremy Corbyn as leader.
The change in Liverpool Riverside, then my constituency, was speedy and traumatic.
It was made clear that I was the target and I was to be removed.
My support for an independent Palestinian state alongside Israel with Jerusalem as a shared capital was of no interest.
My work in combating poverty, supporting refugees,","['labour', 'drove', 'support', 'unpleasant', 'traumatic', 'target', 'zionist', 'work', 'antisemitism', 'unthinkable', 'supporting', 'state', 'ugly', 'deal']","{'https://www.thetimes.co.uk/d/assets/ipso-f7843bf2cd.png', 'https://www.thetimes.co.uk/d/assets/dual-masthead-bcc5303ae7.png', 'https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2Fa2d6d8be-1957-11eb-8493-5b46eb56a071.png?crop=300%2C300%2C0%2C0', 'https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F9ae68384-1957-11eb-8493-5b46eb56a071.jpg?crop=1463%2C823%2C22%2C116&resize=685', 'https://www.thetimes.co.uk/d/img/logos/times-white-small-f4ad00a748.png'}",True,https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F9ae68384-1957-11eb-8493-5b46eb56a071.jpg?crop=1463%2C823%2C22%2C116&resize=685,1,,,,,['child abuse']
https://www.thetimes.co.uk/article/gillian-bowditch-students-are-forgotten-victims-of-the-pandemic-kvp390c0k,,Gillian Bowditch: Students are forgotten victims of the pandemic,"You wouldn’t know it from their TikTok, which is still packed with the usual goofy nonsense but the neglected cohort of this pandemic are university students, who are now heading into exam season with as much support as a one-legged tightrope walker.

In the great Covid-19 largesse-meets-election-freebie munificence, in which everything from laptops for school kids to free bikes have been promised, students have been largely left to fend for themselves. The more prestigious the establishment, the worse it seems to be.

Sponsored

School pupils north and south of the border will not sit exams this year and while that brings its own problems, some of the immediate pressure has been removed. The same empathy has been extended to many college students.

But in some Russell",['Gillian Bowditch'],"You wouldn’t know it from their TikTok, which is still packed with the usual goofy nonsense but the neglected cohort of this pandemic are university students, who are now heading into exam season with as much support as a one-legged tightrope walker.
In the great Covid-19 largesse-meets-election-freebie munificence, in which everything from laptops for school kids to free bikes have been promised, students have been largely left to fend for themselves.
The more prestigious the establishment, the worse it seems to be.
SponsoredSchool pupils north and south of the border will not sit exams this year and while that brings its own problems, some of the immediate pressure has been removed.
The same empathy has been extended to many college students.","['pandemic', 'bowditch', 'walkerin', 'worse', 'usual', 'support', 'victims', 'forgotten', 'tightrope', 'studentsbut', 'tiktok', 'wouldnt', 'students', 'university', 'gillian']","{'https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Fsundaytimes%2Fprod%2Fweb%2Fbin%2F67879eee-7927-11eb-b891-d5dbb71e9f5a.jpg?crop=907%2C907%2C628%2C9', 'https://www.thetimes.co.uk/d/assets/ipso-f7843bf2cd.png', 'https://www.thetimes.co.uk/d/assets/dual-masthead-bcc5303ae7.png', 'https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Fsundaytimes%2Fprod%2Fweb%2Fbin%2F67879eee-7927-11eb-b891-d5dbb71e9f5a.jpg?crop=1500%2C844%2C256%2C6&resize=685', 'https://www.thetimes.co.uk/d/img/logos/times-white-small-f4ad00a748.png'}",True,https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Fsundaytimes%2Fprod%2Fweb%2Fbin%2F67879eee-7927-11eb-b891-d5dbb71e9f5a.jpg?crop=1500%2C844%2C256%2C6&resize=685,1,,,,,['rape']
https://www.thetimes.co.uk/article/joe-biden-moves-to-tackle-americas-gun-epidemic-tcwct73vs,,Joe Biden moves to tackle America’s gun ‘epidemic’,"President Biden waded into one of the most contentious issues in American politics yesterday by announcing new measures to stem gun violence.

Speaking in the White House Rose Garden to an audience that included those who had lost loved ones in mass shootings in recent years, Biden, 78, denounced members of Congress for offering plenty of thoughts and prayers but little in the way of concrete action to stop the deaths of hundreds of people. “Gun violence in this country is an epidemic,” he said to applause. “And it’s an international embarrassment.”

Sponsored

He thanked those who had the courage to campaign on the issue and “to turn pain into purpose and demand that we take the action that gives meaning to the word ‘enough’”. He",['Alistair Dawber'],"President Biden waded into one of the most contentious issues in American politics yesterday by announcing new measures to stem gun violence.
Speaking in the White House Rose Garden to an audience that included those who had lost loved ones in mass shootings in recent years, Biden, 78, denounced members of Congress for offering plenty of thoughts and prayers but little in the way of concrete action to stop the deaths of hundreds of people.
“Gun violence in this country is an epidemic,” he said to applause.
“And it’s an international embarrassment.”SponsoredHe thanked those who had the courage to campaign on the issue and “to turn pain into purpose and demand that we take the action that gives meaning to the word ‘enough’”.","['americas', 'gun', 'violencespeaking', 'biden', 'moves', 'epidemic', 'word', 'violence', 'way', 'joe', 'action', 'white', 'waded', 'tackle', 'yesterday']","{'https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F83b58882-989a-11eb-af2e-16e1076d19be.jpg?crop=1280%2C720%2C0%2C0&resize=685', 'https://www.thetimes.co.uk/d/assets/ipso-f7843bf2cd.png', 'https://www.thetimes.co.uk/d/assets/dual-masthead-bcc5303ae7.png', 'https://www.thetimes.co.uk/d/img/logos/times-white-small-f4ad00a748.png'}",True,https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F83b58882-989a-11eb-af2e-16e1076d19be.jpg?crop=1280%2C720%2C0%2C0&resize=685,1,,,,,['domestic violence']
https://www.thetimes.co.uk/article/whats-on-tv-and-radio-tonight-tuesday-march-2-tpzbvznvl,,"What’s on TV and radio tonight: Tuesday, March 2","Viewing guide, by Ben Dowell

Your Honor

Sky Atlantic/Now TV, 9pm

Bryan Cranston is probably best known for the superb drama Breaking Bad in which he played a cancer-stricken chemistry teacher who turns to drug production partly out of a twisted sense of reclaiming his male pride. This drama by the British writer Peter Moffat is in a vaguely similar vein, only Cranston this time plays a gentle and liberal New Orleans judge called Michael Desiato. His life with his teenage son Adam seems happy enough on the surface, even though he has lost his wife (also Adam’s mother) in circumstances that appear to have been horrible and sudden. When Adam goes to lay what seems to be a picture of her at the site",[],"Viewing guide, by Ben DowellYour HonorSky Atlantic/Now TV, 9pmBryan Cranston is probably best known for the superb drama Breaking Bad in which he played a cancer-stricken chemistry teacher who turns to drug production partly out of a twisted sense of reclaiming his male pride.
This drama by the British writer Peter Moffat is in a vaguely similar vein, only Cranston this time plays a gentle and liberal New Orleans judge called Michael Desiato.
His life with his teenage son Adam seems happy enough on the surface, even though he has lost his wife (also Adam’s mother) in circumstances that appear to have been horrible and sudden.
When Adam goes to lay what seems to be a picture of her at the site","['tv', 'tonight', 'writer', 'wife', 'vaguely', 'twisted', 'radio', 'vein', 'cranston', 'drama', 'adam', 'viewing', 'whats']","{'https://www.thetimes.co.uk/d/assets/ipso-f7843bf2cd.png', 'https://www.thetimes.co.uk/d/assets/dual-masthead-bcc5303ae7.png', 'https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F93ebaa00-7456-11eb-9d58-b0b1ea096ce7.jpg?crop=4400%2C2475%2C935%2C1414&resize=1180', 'https://www.thetimes.co.uk/d/img/logos/times-white-small-f4ad00a748.png', 'https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F93ebaa00-7456-11eb-9d58-b0b1ea096ce7.jpg?crop=4400%2C2475%2C935%2C1414&resize=685'}",True,https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F93ebaa00-7456-11eb-9d58-b0b1ea096ce7.jpg?crop=4400%2C2475%2C935%2C1414&resize=685,1,,,,,['honor killing']
https://www.thetimes.co.uk/article/tusla-child-protection-agency-needs-legal-backing-says-report-5kprf66q3,,"Tusla: Child protection agency needs legal backing, says report","The special rapporteur on child protection highlighted gaps in the Child Care Act covering the nature of Tusla’s obligation to investigate complaints

Tusla should have an “express obligation” under law to receive, assess and investigate complaints of child sexual abuse, a report has said.

The annual report of the special rapporteur on child protection, published yesterday, found that the Child Care Act 1991 did not provide a “sufficiently robust legal basis” for the work of Tusla, the state’s child protection agency.

Sponsored

Under the Act, Tusla needs only to: “Take such steps as it considers requisite to identify children who are not receiving adequate care and protection and coordinate information from all relevant sources relating to children in its area.”

The report says: “[The Act] contains no detail about the nature of Tusla’s obligation to investigate complaints; about the procedural requirements that such an investigation should adhere",['Brian Mahon'],"The special rapporteur on child protection highlighted gaps in the Child Care Act covering the nature of Tusla’s obligation to investigate complaintsTusla should have an “express obligation” under law to receive, assess and investigate complaints of child sexual abuse, a report has said.
The annual report of the special rapporteur on child protection, published yesterday, found that the Child Care Act 1991 did not provide a “sufficiently robust legal basis” for the work of Tusla, the state’s child protection agency.
SponsoredUnder the Act, Tusla needs only to: “Take such steps as it considers requisite to identify children who are not receiving adequate care and protection and coordinate information from all relevant sources relating to children in its area.”The report says: “[The Act] contains no detail about the nature of Tusla’s obligation to investigate complaints; about the procedural requirements that such an investigation should adhere","['tuslas', 'obligation', 'backing', 'agency', 'investigate', 'care', 'legal', 'tusla', 'child', 'special', 'report', 'act', 'needs', 'protection']","{'https://www.thetimes.co.uk/d/assets/ipso-f7843bf2cd.png', 'https://www.thetimes.co.uk/d/assets/dual-masthead-bcc5303ae7.png', 'https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2Ff6899d4a-3fc0-11eb-83a7-25db7141c256.jpg?crop=7360%2C4140%2C0%2C0&resize=685', 'https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2Ff6899d4a-3fc0-11eb-83a7-25db7141c256.jpg?crop=7360%2C4140%2C0%2C0&resize=1180', 'https://www.thetimes.co.uk/d/img/logos/times-white-small-f4ad00a748.png'}",True,https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2Ff6899d4a-3fc0-11eb-83a7-25db7141c256.jpg?crop=7360%2C4140%2C0%2C0&resize=685,1,,,,,['child abuse']
https://www.thetimes.co.uk/article/freeze-chinese-oppressors-dirty-money-and-assets-in-uk-b2d0w7fnh,,Freeze Chinese oppressors’ dirty money and assets in UK,"Disney’s new Mulan film brings into focus again the Chinese government’s brutal repression of the Uighur population in Xinjiang. The end credits of the new film give thanks to different government entities from the province despite detailed reports of more than one million people being kept in so-called re-education camps there.

Included in those thanked is the public security bureau in the city of Turpan, which experts have suggested is the body primarily tasked with running the internment camps. This is no small thing. Reports from the camps are horrific, detailing physical abuse, squalid conditions, and forced denouncement of religion. Forced sterilisations and abortions have also been reported, with human rights groups likening the situation to genocide.

Sponsored

Calls to boycott the film were already being",['Layla Moran'],"Disney’s new Mulan film brings into focus again the Chinese government’s brutal repression of the Uighur population in Xinjiang.
The end credits of the new film give thanks to different government entities from the province despite detailed reports of more than one million people being kept in so-called re-education camps there.
Included in those thanked is the public security bureau in the city of Turpan, which experts have suggested is the body primarily tasked with running the internment camps.
Reports from the camps are horrific, detailing physical abuse, squalid conditions, and forced denouncement of religion.
Forced sterilisations and abortions have also been reported, with human rights groups likening the situation to genocide.","['oppressors', 'turpan', 'chinese', 'camps', 'thing', 'thanks', 'money', 'reports', 'xinjiang', 'assets', 'forced', 'thereincluded', 'freeze', 'film', 'dirty', 'uighur', 'uk']","{'https://www.thetimes.co.uk/d/assets/ipso-f7843bf2cd.png', 'https://www.thetimes.co.uk/d/assets/dual-masthead-bcc5303ae7.png', 'https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F8d62444a-f6a8-11ea-ab7f-2d901a77c934.jpg?crop=1425%2C801%2C20%2C161&resize=685', 'https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F8d62444a-f6a8-11ea-ab7f-2d901a77c934.jpg?crop=675%2C675%2C414%2C164', 'https://www.thetimes.co.uk/d/img/logos/times-white-small-f4ad00a748.png'}",True,https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F8d62444a-f6a8-11ea-ab7f-2d901a77c934.jpg?crop=1425%2C801%2C20%2C161&resize=685,1,forced abortion,,,,[nan]
